OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,IRWINID,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Area,Shape__Length
828,2021,CA,LRA,VNC,VIRGINIA,20184,2021/03/05 00:00:00+00,2021/03/06 00:00:00+00,14,6,1,4.259815,Approx size and location,,{266DC828-3E23-44FB-A2D3-6F6ECF29A57C},,,2020,25313.70313,615.986734
829,2021,CA,CCO,VNC,WESTWOOD,28477,2021/04/04 00:00:00+00,2021/04/04 00:00:00+00,14,1,1,22.98317,,,{E040F82A-E4F1-46FE-BF73-2DC2255F4FDC},,,2020,136646.3008,1773.007976
830,2021,CA,LRA,VNC,RANCH,31592,2021/04/15 00:00:00+00,2021/04/15 00:00:00+00,14,6,1,1.800984,,,{2FB2D695-3101-4304-B8DF-37E46E0C40A9},,,2020,10723.02344,373.7584272
831,2021,CA,CCO,VNC,SULPHUR,32346,2021/04/17 00:00:00+00,2021/04/17 00:00:00+00,14,6,1,4.328094,approximate location - 5 ac brush fire,,,,,2020,25764.02344,586.8886529
832,2021,CA,LRA,VNC,LAURIE,34581,2021/04/25 00:00:00+00,2021/04/25 00:00:00+00,14,6,1,3.041959,,,{56562473-7F34-4226-9D90-AADF112F3B55},,,2020,18099.14063,860.7990096
833,2021,CA,CCO,VNC,UNNAMED,51094,2021/06/18 00:00:00+00,2021/06/18 00:00:00+00,2,6,1,1.121165,,,,,,2020,6691.34375,485.1409095
834,2021,CA,CCO,VNC,CASITAS,49572,2021/06/14 00:00:00+00,2021/06/15 00:00:00+00,14,3,1,188.1755,"FIRIS AEVEX 6/15 @ 00:20:01 UTC, Agency = BOR",,{64EFC087-4F9E-4395-BEC8-0FCE4F71497C},,,2020,1122120.184,5112.766367
835,2021,CA,LRA,VNC,COYOTE,36183,2021/04/30 00:00:00+00,2021/05/01 00:00:00+00,14,3,1,15.35531,FIRIS aircraft,,{B7A837F7-FBC3-45BB-B3D5-3EEE1190B489},,,2020,91153.19141,1334.569588
836,2021,CA,LRA,VNC,PECK,52911,2021/06/24 00:00:00+00,2021/06/24 00:00:00+00,14,6,1,2.240738,approximate location - 2 ac brush fire,,{888C5409-E374-40C4-ADE2-59C5A9CFAAB0},,,2020,13332.38672,468.8201391
837,2021,CA,CCO,VNC,HUNGRY,64746,2021/07/31 00:00:00+00,2021/08/02 00:00:00+00,10,2,1,365.7711,,,,,,2020,2199828.426,8384.852128
838,2021,CA,LRA,VNC,VICTORIA,105767,2021/12/11 00:00:00+00,2021/12/12 00:00:00+00,14,2,1,31.69551, no VNC NFIRS,,{1DB3AFDC-478E-4EC7-BD0A-EF204021D865},,,2020,188125.0742,2486.347725
839,2021,CA,CDF,RRU,ROCK,115837,2021/08/24 00:00:00+00,2021/08/27 00:00:00+00,7,1,1,318.4139,,,{C3F8FF19-6189-48A8-ADE1-12B4312ABA0A},,,2020,1857293.484,9089.973938
840,2021,CA,CDF,RRU,CREEK,59177,2021/05/04 00:00:00+00,2021/05/04 00:00:00+00,14,1,1,31.87381,,,{2B1901F7-A429-4DC8-9DE7-21C741308CB8},,,2020,186166.9609,2265.050144
841,2021,CA,CDF,RRU,KATHRYN,79394,2021/06/15 00:00:00+00,2021/06/15 00:00:00+00,14,1,1,18.46991,,,{45DDE3A2-B572-4DFF-93DD-5EF94B562A78},,,2020,108179.4844,1782.158574
842,2021,CA,CCO,ORC,NIGUEL,21121322,2021/10/03 00:00:00+00,2021/10/03 00:00:00+00,14,1,1,21.61345,,,,,,2020,127395.8516,1807.959099
843,2021,CA,CCO,ORC,LAGUNA,21070902,2021/06/16 00:00:00+00,2021/06/16 00:00:00+00,14,1,1,10.62967,,,{A06391BF-692E-4997-8EC6-4F916EF85355},,,2020,62165.10156,2761.005063
844,2021,CA,CCO,ORC,CECIL,21083826,2021/07/15 00:00:00+00,2021/07/15 00:00:00+00,10,1,1,6.260819,,,{5E2A5AFE-44CD-405F-BB94-E42E4799524C},,,2020,36566.91406,971.1904597
845,2021,CA,LRA,ORC,BONITA,21088038,2021/07/24 00:00:00+00,2021/07/24 00:00:00+00,10,1,1,1.013455,,,{B6805A5E-5820-4F83-B02B-BADC81CC3820},,,2020,5927.4375,449.2836413
846,2021,CA,LRA,ORC,RIDGE,21094052,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,2,1,1,5.647393,,,,,,2020,33082.9375,879.3353478
847,2021,CA,CCO,ORC,WINDY RIDGE,21061702,2021/05/26 00:00:00+00,2021/05/26 00:00:00+00,14,1,1,1.663294,,,{4514BF62-BBC2-4B3F-B61D-76105AE3193D},,,2020,9771.527344,593.6791647
848,2021,CA,CCO,ORC,PICO,21079730,2021/07/06 00:00:00+00,2021/07/06 00:00:00+00,2,1,1,7.302879,,,{F97E3649-1833-4A1E-8AE8-AE0A727C67C7},,,2020,42588.39453,1087.057333
849,2021,CA,CDF,RRU,BONITA,7737,2021/01/15 00:00:00+00,2021/03/10 00:00:00+00,14,6,1,681.1813,,,{FF90CD09-752E-4F94-8BE4-2CCFFEA97795},,,2020,3993626.059,21209.41253
850,2021,CA,USF,ENF,COLD,1910,2021/01/19 00:00:00+00,2021/01/20 00:00:00+00,5,1,1,34.51343,,,{DC4B63D0-3B36-4DFA-8BAF-C0580B2DFB14},,,2020,229683.8086,2968.487085
851,2021,CA,USF,ANF,SPRINGS,1067,2021/04/05 00:00:00+00,2021/04/12 00:00:00+00,14,7,1,62.07942,1E90D394-7D43-403E-95A5-F6C80F0AAF2D,,{1E90D394-7D43-403E-95A5-F6C80F0AAF2D},,,2020,369774.4219,5370.618914
852,2021,CA,USF,STF,ABERNATHY,134,2021/01/19 00:00:00+00,2021/01/26 00:00:00+00,11,7,1,373.5444,,,{B5F0C94D-F2A7-4425-AD85-F9E42E5BDA47},,,2020,2429981.742,9041.855246
853,2021,CA,USF,INF,ONION,521,2021/04/08 00:00:00+00,2021/04/12 00:00:00+00,14,1,1,85.5384,poss campfire,,{534BBABC-BC30-4C90-885E-2CB17ACF57CD},,,2020,540524.3516,4859.846274
854,2021,CA,USF,MDF,FLAT,104,2021/02/24 00:00:00+00,2021/02/25 00:00:00+00,14,7,1,21.96283,,,{3205C41F-9DD1-440A-9053-43DDE60E5CED},,,2020,158878.2695,3837.431381
855,2021,CA,USF,LPF,CORRAL,734,2021/04/05 00:00:00+00,2021/04/06 00:00:00+00,14,1,1,17.29091,,,{FBF407CC-2191-48A4-A542-748AEC6DA68C},,,2020,103841.9922,1313.595887
856,2021,CA,USF,BDF,BLUE,7800,2021/05/11 00:00:00+00,2021/05/19 00:00:00+00,9,1,1,10.4138,,,{EB208DD5-D7CF-4F29-B7ED-F1A71AAB8628},,,2020,61909.66406,1285.11258
857,2021,CA,USF,LPF,GIBRALTAR,1128,2021/05/22 00:00:00+00,2021/05/27 00:00:00+00,14,1,1,25.36633,,,{2DFD362C-EE13-48DB-8411-7A59BB6C7579},,,2020,151575.2578,2824.424565
858,2021,CA,USF,BDF,FLATS,9477,2021/06/13 00:00:00+00,2021/06/29 00:00:00+00,9,6,1,342.571,,,{CE1E4E85-89B0-439D-BA6A-045F3BE5FA1E},,,2020,2002828.496,10930.81875
859,2021,CA,USF,LPF,WILLOW,1493,2021/06/17 00:00:00+00,2021/07/12 00:00:00+00,9,7,1,2877.869,,,{4663977B-C875-4CC9-B8A6-9724F584B598},,,2020,17924778.89,24069.32787
860,2021,CA,USF,INF,INYO CREEK,1299,2021/06/19 00:00:00+00,2021/07/06 00:00:00+00,1,3,1,601.6085,,,{29A84861-D1CA-4C82-B8FD-62D45AE512D6},,,2020,3783794.531,17419.12857
861,2021,CA,USF,MDF,ANTELOPE,580,2021/06/22 00:00:00+00,2021/06/29 00:00:00+00,1,1,1,111.5138,,,{22BBE193-7DE7-4DB3-9D00-A9E4F221F06A},,,2020,807067.3867,5589.725297
862,2021,CA,USF,SHF,LAVA,949,2021/06/25 00:00:00+00,2021/10/26 00:00:00+00,1,7,1,26328.9,,,{A7F01FAF-7092-49EF-9D1E-154FBCA30808},,,2020,189991722.7,159380.002
863,2021,CA,USF,LNF,SKY,3531,2021/06/27 00:00:00+00,2021/07/29 00:00:00+00,14,7,1,79.92484,,,{FCA6F1F5-25CC-4ED8-A09D-5331498FAE5F},,,2020,552330.2539,5497.576997
864,2021,CA,USF,BDF,PEAK,10128,2021/06/28 00:00:00+00,2021/06/29 00:00:00+00,9,7,1,26.09075,BF84C9EC-B0F3-4BAC-82A0-179C44DCE7A8,,{BF84C9EC-B0F3-4BAC-82A0-179C44DCE7A8},,,2020,154748.6836,2729.925039
865,2021,CA,USF,KNF,TENNANT,5169,2021/06/28 00:00:00+00,2022/01/03 00:00:00+00,14,3,1,10591.03,,,{5C2D3644-5266-4028-A593-F66AA0791D54},,,2020,76985666.88,95932.74815
866,2021,CA,USF,SHF,SALT,982,2021/06/30 00:00:00+00,2021/10/26 00:00:00+00,2,4,1,12599.14,,,{403B847B-B915-478A-87F0-1D8013C54B18},,,2020,89360822.12,80335.8714
867,2021,CA,USF,STF,HENRY,1280,2021/06/25 00:00:00+00,2021/08/18 00:00:00+00,1,5,1,36.14811,,,{31F08AE4-4DD2-4A8E-BFDD-779C552DF2A2},,,2020,238976.3672,3555.462171
868,2021,CA,USF,SNF,BLUE,717,2021/06/29 00:00:00+00,2021/07/03 00:00:00+00,14,5,1,291.1255,,,{39A39A6B-3A78-45F5-88C0-E4CCE76DC9D9},,,2020,1851909.633,7681.800839
869,2021,CA,USF,PNF,SUGAR,1046,2021/07/02 00:00:00+00,2021/10/28 00:00:00+00,14,7,1,105003.9,,BECKWOURTH COMPLEX,{33088F36-F802-4500-86A4-82DA6A62425F},,,2020,723650604.5,293807.5056
870,2021,CA,USF,SHF,TANGLE,1013,2021/07/05 00:00:00+00,2021/07/13 00:00:00+00,9,7,1,11.05462,,,{A127B249-EF74-4ED4-8922-72644E3C5EAD},,,2020,79132.99609,1661.808745
871,2021,CA,USF,BDF,CLOUD,9443,2021/06/13 00:00:00+00,2021/06/13 00:00:00+00,9,6,1,16.93808,,,{07F59657-A08F-4C9D-A795-CBEEBA2B9C7F},,,2020,100420.7461,2241.213226
872,2021,CA,CDF,RRU,CARY,60063,2021/05/06 00:00:00+00,2021/05/10 00:00:00+00,14,6,1,14.00693,,,{F7EF4106-2314-4CC3-9451-A818E12121F4},,,2020,81929.67969,1246.008548
873,2021,CA,USF,MDF,JUNIPER,781,2021/07/05 00:00:00+00,2021/07/21 00:00:00+00,1,5,1,882.0248,,,{94CC574A-B0B6-422B-B399-6431FC4FC5A1},,,2020,6432934.984,14339.86482
874,2021,CA,USF,INF,DEXTER,1695,2021/07/12 00:00:00+00,2021/11/01 00:00:00+00,1,7,1,2967.832,,,{2D98ADAA-65B2-4E85-BDF5-FED3B385269D},,,2020,19274317.93,31681.68153
875,2021,CA,USF,CNF,ROAD,2130,2021/07/10 00:00:00+00,2021/07/18 00:00:00+00,2,1,1,83.56132,,,{47475A67-8A87-40FA-801A-84C9105CF165},,,2020,480396.6953,5193.225969
876,2021,CA,USF,MDF,COYOTE,839,2021/07/09 00:00:00+00,2021/07/19 00:00:00+00,2,1,1,132.2827,,,{23734560-0C20-4867-9E06-4150358AC117},,,2020,962648.8008,9799.265066
877,2021,CA,USF,ENF,SUMMIT,21041,2021/07/20 00:00:00+00,2021/10/26 00:00:00+00,1,6,1,22.27062,,,{6307E152-8232-4C2D-B5FE-E030E5D8641E},,,2020,147890.5,2639.828517
878,2021,CA,USF,MDF,FAIRCHILD,597,2021/06/23 00:00:00+00,2021/06/26 00:00:00+00,1,7,1,19.52532,,,{88744FDA-25E3-4F7C-BBD7-68415212CB5E},,,2020,141454.9922,2130.663558
879,2021,CA,USF,SHF,MCFARLAND,1175,2021/07/30 00:00:00+00,2021/10/26 00:00:00+00,1,3,1,122447.7,,,{938686BB-0F52-47B2-B077-EB307941D939},,,2020,852182962.6,277221.6896
880,2021,CA,USF,ANF,ANTONIO,2891,2021/08/03 00:00:00+00,2021/08/04 00:00:00+00,2,3,1,49.89998,1A6176A5-5B74-423E-964D-859E5F8EABE6,,{1A6176A5-5B74-423E-964D-859E5F8EABE6},,,2020,296061.1992,3424.1068
881,2021,CA,USF,INF,PINE,1607,2021/07/07 00:00:00+00,2021/07/10 00:00:00+00,14,1,1,24.69208,,,{479EBB52-9370-4D16-94CF-8BFDC413B2AB},,,2020,158490.3789,2705.11174
882,2021,CA,USF,KNF,ANTELOPE,6454,2021/08/01 00:00:00+00,2022/01/03 00:00:00+00,1,7,1,145631.8,Includes Baird perimeter INC NUM 00006530,,{4098977E-B34D-40C3-8F34-2B913217503A},,,2020,1055549373,509731.6469
883,2021,CA,USF,BDF,COLDWATER,12131,2021/08/10 00:00:00+00,2021/08/11 00:00:00+00,9,7,1,25.10539,,,{8A85675B-1F6C-410E-8D01-F88F9553B527},,,2020,148820.2383,1980.512677
884,2021,CA,USF,SHF,BRADLEY,1067,2021/07/11 00:00:00+00,2021/10/25 00:00:00+00,9,7,1,356.868,,,{298E6FEA-3C0A-4EF5-A4E8-26F913EF171F},,,2020,2559677.5,8052.704082
885,2021,CA,USF,SHF,LAKIN,1235,2021/08/06 00:00:00+00,2021/08/23 00:00:00+00,1,6,1,20.79543,,,{027175BA-5BBD-45F6-B577-F5CE0653F982},,,2020,149522.5078,2779.364197
886,2021,CA,USF,SQF,MOUNTAIN,1625,2021/06/18 00:00:00+00,2021/06/19 00:00:00+00,1,7,1,124.1572,,,{E8BD571C-CDB2-48DD-919D-DB83CA0D770C},,,2020,771117.0039,7246.957554
887,2021,CA,USF,SHF,HAMBONE,1233,2021/08/06 00:00:00+00,2021/08/23 00:00:00+00,1,1,1,50.69745,,,{A26DCB69-4D1C-40A2-B85F-74B8898EEDDB},,,2020,364482.5039,3076.705722
888,2021,CA,USF,ENF,CALDOR,24030,2021/08/15 00:00:00+00,2021/11/18 00:00:00+00,14,7,1,221786.4,,,{E6C053C8-A346-43FB-9C29-632BC7536717},,,2020,1476039182,472891.2824
889,2021,CA,USF,SQF,WALKERS,2758,2021/08/15 00:00:00+00,2021/12/08 00:00:00+00,1,7,1,8778.784,,,{751BAEA9-D0BC-43AF-AE3E-34CBFB059110},,,2020,54817879.15,83505.43853
890,2021,CA,USF,SHF,SYD,1293,2021/08/19 00:00:00+00,2021/11/09 00:00:00+00,9,3,1,204.8307,,,{3C108FD9-5415-4F80-B216-52D0861BF39B},,,2020,1419543.871,6601.25965
891,2021,CA,USF,SRF,KNOB,795,2021/08/29 00:00:00+00,2021/10/20 00:00:00+00,14,7,1,2421.245,,,{A722E0FB-C96C-40F8-A762-C6C8B7CF8966},,,2020,17169735.93,33269.49514
892,2021,CA,USF,CNF,CHAPARRAL,2791,2021/08/28 00:00:00+00,2021/09/09 00:00:00+00,9,3,1,1427.293,,,{4AD24859-CB08-47E7-86EC-A4CF71191E75},,,2020,8326812.98,18836.24128
893,2021,CA,USF,BDF,RAILROAD,12858,2021/08/29 00:00:00+00,2021/09/05 00:00:00+00,9,1,1,61.72803,,,{25836C4A-DD46-40E4-892C-B900543B0BB9},,,2020,367256,3968.921654
894,2021,CA,USF,SHF,MOSS,1323,2021/08/27 00:00:00+00,2021/08/31 00:00:00+00,9,7,1,11.17857,,,{C2763034-F1D8-4C8A-8631-7809E4725807},,,2020,79185.89063,1792.255235
895,2021,CA,USF,KNF,LITTLE MARBLE,7809,2021/09/08 00:00:00+00,2021/09/14 00:00:00+00,4,1,1,14.00079,,,{9D060927-6532-4F1A-B4A3-282FA26F01C5},,,2020,101266.3672,6310.330487
896,2021,CA,USF,ANF,ROUTE,3438,2021/09/11 00:00:00+00,2021/09/16 00:00:00+00,4,3,1,455.3456,,,{727B8E09-CDED-4BD2-AC0D-C4D142E4D4DA},,,2020,2724727.09,11270.75345
897,2021,CA,USF,ANF,EMIGRANT,3521,2021/09/17 00:00:00+00,2021/09/27 00:00:00+00,2,7,1,221.0323,,,{0C6D5D5C-32BE-40A6-8CD2-C022A0F21F96},,,2020,1325705.238,6544.656414
898,2021,CA,USF,STF,HOBART,2083,2021/08/09 00:00:00+00,2021/08/18 00:00:00+00,9,6,1,25.8245,,,{A7652B96-ADE5-417A-A46E-FAB6C1B8BA3D},,,2020,170393.8281,2138.599
899,2021,CA,USF,SHF,MONUMENT,1187,2021/07/31 00:00:00+00,2021/11/03 00:00:00+00,1,7,1,223107.9,,,{9CF3A69A-A888-4BCD-AA7A-703D75D47E78},,,2020,1574029698,535745.1154
900,2021,CA,USF,SRF,MCCASH,651,2021/08/01 00:00:00+00,2021/10/27 00:00:00+00,1,7,1,94970.47,,,{D294B9CA-4CE7-46C5-874B-E12EBE925E1F},,,2020,687051428,418328.5657
901,2021,CA,USF,LPF,ALISAL,2759,2021/10/11 00:00:00+00,2021/12/01 00:00:00+00,1,7,1,16953.24,,,{B6304F5D-0658-49A8-BE97-64D4B17E7833},,,2020,101244824.7,128410.9876
902,2021,CA,USF,MDF,GRAVEL,2888,2021/10/15 00:00:00+00,2021/10/17 00:00:00+00,9,7,1,169.4866,,,{0459CF58-4FA1-49BE-B49A-B72BCCE2AC31},,,2020,1237623.461,5708.038603
903,2021,CA,USF,KNF,ELK,2454,2021/04/04 00:00:00+00,2021/04/13 00:00:00+00,14,1,1,45.00793,,,{C1B94CE3-BB5F-46D5-801F-B4A3BB20AE87},,,2020,327217.4688,4123.702628
904,2021,CA,USF,SQF,DRY,964,2021/05/09 00:00:00+00,2021/05/14 00:00:00+00,14,6,1,31.50628,,,{B9798227-DED0-472F-919B-8D75F2E29C4A},,,2020,193104.9219,3923.876592
905,2021,CA,USF,LNF,DOW,6059,2021/10/05 00:00:00+00,2021/10/11 00:00:00+00,9,6,1,12.49597,,,{F293782F-6DEF-4FF2-9321-DB2F507AE867},,,2020,88104.69531,1451.592362
906,2021,CA,USF,BDF,ROADSIDE,12814,2021/08/28 00:00:00+00,2021/09/09 00:00:00+00,2,2,1,66.24019,,,{7BECAE08-51B1-446A-85B1-CF09C26AB236},,,2020,393369.5,4638.006772
907,2021,CA,USF,KNF,HORSE,2220,2021/03/26 00:00:00+00,2021/04/01 00:00:00+00,9,6,1,10.61282,,,{F2B12621-8816-4738-8EBB-B6E070323D8B},,,2020,77501.07031,1051.316122
908,2021,CA,BLM,NOD,CHICKEN,4123,2021/07/18 00:00:00+00,2021/07/20 00:00:00+00,2,6,1,117.692,{259F4D3E-126F-4435-8325-86E165315198},,{259F4D3E-126F-4435-8325-86E165315198},,,2020,833953.2734,7119.085596
909,2021,CA,BLM,CDD,DESERT,9281,2021/06/09 00:00:00+00,2021/06/17 00:00:00+00,9,7,1,216.6215,{E2C3AED4-9CF8-4A5A-96CC-CB30635740FB},,{E2C3AED4-9CF8-4A5A-96CC-CB30635740FB},,,2020,1241887.809,10830.35988
910,2021,CA,BLM,CDD,FLATS,13234,2021/09/05 00:00:00+00,2021/09/05 00:00:00+00,2,6,1,38.58012,{6BE07A07-4684-4EB5-B460-4210DDD3F8DF},,{6BE07A07-4684-4EB5-B460-4210DDD3F8DF},,,2020,230966.1523,2310.47801
911,2021,CA,BLM,CND,FRENCH,2796,2021/08/18 00:00:00+00,2021/10/19 00:00:00+00,14,7,1,26535.06,{7E9BE942-1E0A-4350-9650-F71A3D17EB10},,{7E9BE942-1E0A-4350-9650-F71A3D17EB10},,,2020,163150301.6,179208.5381
912,2021,CA,BLM,CDD,GRAPEVINE,4735,2021/03/14 00:00:00+00,2021/03/20 00:00:00+00,5,6,1,86.20689,{76E76EF2-A010-4AC9-8BD8-6A96987876F5},,{76E76EF2-A010-4AC9-8BD8-6A96987876F5},,,2020,530694.5234,8134.011938
913,2021,CA,BLM,CND,HANDLINE,1047,2021/05/18 00:00:00+00,2021/05/19 00:00:00+00,14,6,1,19.10735,{ADC69621-8ED5-47D6-AC37-61BBF4AE1198},,{ADC69621-8ED5-47D6-AC37-61BBF4AE1198},,,2020,115522.2461,3350.891834
914,2021,CA,BLM,CDD,YUHA,3667,2021/02/20 00:00:00+00,2021/03/04 00:00:00+00,14,7,1,106.2004,{F3301F52-B2C2-4B64-A104-95AC31735410},,{F3301F52-B2C2-4B64-A104-95AC31735410},,,2020,608553.3789,3721.151273
915,2021,CA,BLM,CDD,HIGHLINE,6804,2021/04/18 00:00:00+00,2021/04/24 00:00:00+00,9,7,1,40.42638,{502F92DB-0CE5-44B3-A9A1-74ABCA615337},,{502F92DB-0CE5-44B3-A9A1-74ABCA615337},,,2020,232397.2539,9509.942934
916,2021,CA,BLM,CDD,MINERAL,17681,2021/11/26 00:00:00+00,2021/11/29 00:00:00+00,14,8,1,122.8651,{459DB46F-1E1F-4E38-AE9D-6549BBF72A3F},,{459DB46F-1E1F-4E38-AE9D-6549BBF72A3F},,,2020,715547,10861.55355
917,2021,CA,BLM,CDD,OLD WOMAN,9628,2021/06/17 00:00:00+00,2021/06/27 00:00:00+00,1,8,1,47.4764,{B318E58B-3D62-4D81-91FC-483384A85A12},,{B318E58B-3D62-4D81-91FC-483384A85A12},,,2020,283983.6406,3866.992343
918,2021,CA,BLM,CDD,OLD WOMAN 2,9764,2021/06/20 00:00:00+00,2021/06/20 00:00:00+00,1,8,1,25.38194,{57375A21-700E-4948-B428-E403558FEE22},,{57375A21-700E-4948-B428-E403558FEE22},,,2020,151781.4609,1402.706342
919,2021,CA,BLM,CDD,OWENS,7393,2021/05/01 00:00:00+00,2021/05/01 00:00:00+00,9,4,1,1390.015,{5772D343-40DD-45A9-8F88-7ABDD560A165},,{5772D343-40DD-45A9-8F88-7ABDD560A165},,,2020,8548232.641,30887.31857
920,2021,CA,BLM,CND,PEAK,2374,2021/07/20 00:00:00+00,2021/07/31 00:00:00+00,14,7,1,2096.645,{8AA7C284-8414-4FB2-B720-562A4C25EBA1},,{8AA7C284-8414-4FB2-B720-562A4C25EBA1},,,2020,12804983.94,27703.33446
921,2021,CA,BLM,CDD,POLELINE,10571,2021/07/05 00:00:00+00,2021/07/05 00:00:00+00,14,6,1,83.93266,{7C02733B-8074-4504-9B85-C402839D0362},,{7C02733B-8074-4504-9B85-C402839D0362},,,2020,511229.4844,3115.315438
922,2021,CA,BLM,NOD,R-1 ROCK,2448,2021/05/14 00:00:00+00,2021/05/18 00:00:00+00,1,1,1,12.32582,{FB0C277B-83B8-40CF-AC78-1BA28C2B2C29},,{FB0C277B-83B8-40CF-AC78-1BA28C2B2C29},,,2020,87600.67188,1675.70405
923,2021,CA,BLM,NOD,R-1 RYE,3631,2021/07/01 00:00:00+00,2021/07/01 00:00:00+00,1,1,1,64.69015,{F9647BA9-3791-49F9-8AB3-BE47549C35FA},,{F9647BA9-3791-49F9-8AB3-BE47549C35FA},,,2020,455782.8516,3945.928652
924,2021,CA,BLM,CDD,SCENIC,9987,2021/06/25 00:00:00+00,2021/06/28 00:00:00+00,14,7,1,80.03923,{36A61385-71FC-4A2F-94E9-D660826C5F1A},,{36A61385-71FC-4A2F-94E9-D660826C5F1A},,,2020,467968.4492,2540.777581
925,2021,CA,BLM,CDD,WILLOW,6676,2021/04/17 00:00:00+00,2021/04/29 00:00:00+00,14,7,1,31.76766,{4E974CB6-C9E7-49F6-84B4-0887060B2E4E},,{4E974CB6-C9E7-49F6-84B4-0887060B2E4E},,,2020,195872.3516,4721.147444
926,2021,CA,BLM,CDD,BACKUS,6791,2021/04/18 00:00:00+00,2021/04/19 00:00:00+00,14,7,1,26.61396,{C884DB77-9D51-4B2A-9A4F-847347B41355},,{C884DB77-9D51-4B2A-9A4F-847347B41355},,,2020,160721.0352,3074.905503
927,2021,CA,CCO,KRN,WOLF,3139,2021/01/19 00:00:00+00,2021/01/20 00:00:00+00,14,4,1,674.1259,,,{7BEC06E6-A083-4ADF-9D19-468CB9E334DB},,,2020,4074735.629,15512.5878
928,2021,CA,BIA,TIA,NETTLE ,1624,2021/06/18 00:00:00+00,2021/07/16 00:00:00+00,14,3,1,1265.746,,,{CBB8FC48-32C9-4523-9EE0-347E4D02EB29},,,2020,7843390.473,13774.53052
929,2021,CA,DOD,TNT,PORT,4691,2021/06/27 00:00:00+00,,14,4,1,57.02632,,,,,,2020,372692.0547,2852.652317
